pair_id,program_id,java_id,python_id,language_a,language_b,code_a,code_b,label,pair_type,split,source,pair_label,program_id_a,program_id_b
TRAIN_NEG_002246,,2693-Java-6,13249-Python-2,Java,Python,"Queue < Pair < Node , Integer > > q = new LinkedList < > ( ) ;",def countOfBinaryNumberLessThanN ( N ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,2693,13249
TRAIN_POS_050288,6578,6578-Java-3,6578-Python-3,Java,Python,long [ ] [ ] dp = new long [ 201 ] [ 201 ] ;,dp = [ [ 0 ] * 201 ] * 201 NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000579,,2850-Java-4,3844-Python-5,Java,Python,int cc = 0 ; for ( int i = 0 ; i < z ; i ++ ) {,PrefixXor = [ 0 ] * n ; NEW_LINE,0,negative,train,XLCoST_constructed,0,2850,3844
TRAIN_POS_025241,11023,11023-Java-4,11023-Python-4,Java,Python,hoursRemaining = totalMin / 60 ;,hoursRemaining = totalMin // 60 NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_034971,2683,2683-Java-13,2683-Python-13,Java,Python,"minWei = Math . min ( minWei , minWeight [ v ] [ i ] ) ; maxWei = Math . max ( maxWei , maxWeight [ v ] [ i ] ) ; v = lca [ v ] [ i ] ; } }","minWei = min ( minWei , minWeight [ v ] [ i ] ) ; NEW_LINE maxWei = max ( maxWei , maxWeight [ v ] [ i ] ) ; NEW_LINE v = lca [ v ] [ i ] ; NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_039747,3705,3705-Java-12,3705-Python-12,Java,Python,public static void main ( String [ ] args ) {,"if __name__ == "" _ _ main _ _ "" : NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_001529,,3909-Java-11,4475-Python-4,Java,Python,"HashSet < Integer > q = new HashSet < > ( ) ; qPrefixSum ( p_arr , n , q ) ;",j = 0 NEW_LINE while j < length - 1 : NEW_LINE,0,negative,train,XLCoST_constructed,0,3909,4475
TRAIN_NEG_001953,,1323-Java-13,8063-Python-2,Java,Python,"public static void main ( String [ ] args ) { int arr [ ] = { 92 , 75 , 65 , 48 , 45 , 35 } ; int k = 10 ;","def StringMatch ( S ) : NEW_LINE INDENT lo , hi = 0 , len ( S ) NEW_LINE ans = [ ] NEW_LINE for x in S : NEW_LINE INDENT if x == ' I ' : NEW_LINE INDENT ans . append ( lo ) NEW_LINE lo += 1 NEW_LINE DEDENT else : NEW_LINE INDENT ans . append ( hi ) NEW_LINE hi -= 1 NEW_LINE DEDENT DEDENT return ans + [ lo ] NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,1323,8063
TRAIN_POS_053133,7612,7612-Java-4,7612-Python-4,Java,Python,while ( h > l ) {,while ( h > l ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_040538,3868,3868-Java-12,3868-Python-12,Java,Python,return operations ; },return operations ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001905,,6200-Java-27,10623-Python-3,Java,Python,List < Integer > values = new ArrayList < Integer > ( ) ; values . add ( 3 ) ; values . add ( 2 ) ; values . add ( 4 ) ; values . add ( - 2 ) ; values . add ( 0 ) ; values . add ( - 1 ) ; values . add ( - 5 ) ;,return ( n - int ( n ) ) == 0 NEW_LINE,0,negative,train,XLCoST_constructed,0,6200,10623
TRAIN_NEG_001324,,58-Java-8,7745-Python-5,Java,Python,static void diagonalPrint ( Node root ) {,"smallest = ""1"" + strings ( ( N - 1 ) , '0' ) ; NEW_LINE return smallest ; NEW_LINE def strings ( N , c ) : NEW_LINE temp = "" "" ; NEW_LINE for i in range ( N ) : NEW_LINE INDENT temp += c ; NEW_LINE DEDENT return temp ; NEW_LINE",0,negative,train,XLCoST_constructed,0,58,7745
TRAIN_POS_073109,8031,8031-Java-15,8031-Python-15,Java,Python,return count ; },return count NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_058910,10321,10321-Java-6,10321-Python-6,Java,Python,int count [ ] = new int [ maxi + 1 ] ;,count = [ 0 ] * ( maxi + 1 ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_043990,4980,4980-Java-3,4980-Python-3,Java,Python,int [ ] list = new int [ N ] ;,lst = [ 0 for i in range ( N ) ] NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_027108,3611,3611-Java-8,3611-Python-8,Java,Python,"minimum_sum = Math . min ( minimum_sum , A [ i ] + min ) ; }","minimum_sum = min ( minimum_sum , A [ i ] + minimum ) ; NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_026389,3103,3103-Java-6,3103-Python-6,Java,Python,long [ ] B = new long [ MAXL ] ; B [ 0 ] = 1 ;,B = [ 0 ] * MAXL ; NEW_LINE B [ 0 ] = 1 ; NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000335,,12451-Java-9,12167-Python-1,Java,Python,return false ; },def checkIfPowerIsolated ( num ) : NEW_LINE INDENT input1 = num ; NEW_LINE count = 0 ; NEW_LINE factor = [ 0 ] * ( num + 1 ) ; NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,12451,12167
TRAIN_NEG_000882,,6528-Java-18,2811-Python-13,Java,Python,"int ans = func ( 0 , a , b , 0 , c ) ; return ans ; }",def CountEvenSumSequences ( n ) : NEW_LINE INDENT count = 0 NEW_LINE for i in range ( n + 1 ) : NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,6528,2811
TRAIN_POS_012663,6902,6902-Java-4,6902-Python-4,Java,Python,for ( int i = 1 ; i < N ; i ++ ) dp [ i ] [ 0 ] = dp [ i - 1 ] [ 0 ] + cost [ i ] [ 0 ] ;,"for i in range ( 1 , N ) : NEW_LINE INDENT dp [ i ] [ 0 ] = dp [ i - 1 ] [ 0 ] + cost [ i ] [ 0 ] NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_031125,910,910-Java-6,910-Python-6,Java,Python,c_xor = c_xor ^ mat [ j ] [ i ] ; },c_xor = c_xor ^ mat [ j ] [ i ] NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_068047,12443,12443-Java-5,12443-Python-5,Java,Python,"static int modInverse ( int a , int m ) { int m0 = m ; int y = 0 , x = 1 ; if ( m == 1 ) { return 0 ; } while ( a > 1 ) {","def modInverse ( a , m ) : NEW_LINE INDENT m0 = m NEW_LINE y = 0 NEW_LINE x = 1 NEW_LINE if ( m == 1 ) : NEW_LINE INDENT return 0 NEW_LINE DEDENT while ( a > 1 ) : NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_NEG_001212,,3379-Java-20,9831-Python-9,Java,Python,"public static void main ( String [ ] args ) { int N = 5 , A = 20 , B = 50 ;",print ( count ) NEW_LINE,0,negative,train,XLCoST_constructed,0,3379,9831
TRAIN_NEG_001742,,3436-Java-22,10623-Python-3,Java,Python,count_0 = count_0 + ( i - prev - 1 ) ; prev = i ; } },return ( n - int ( n ) ) == 0 NEW_LINE,0,negative,train,XLCoST_constructed,0,3436,10623
TRAIN_NEG_001152,,3342-Java-3,1010-Python-4,Java,Python,"static void update_bitree ( int BITree [ ] , int index , int value ) { while ( index <= maxn ) { BITree [ index ] += value ; index += ( index & ( - index ) ) ; } }","for i in range ( 1 , n , 1 ) : NEW_LINE",0,negative,train,XLCoST_constructed,0,3342,1010
TRAIN_NEG_001164,,1397-Java-2,7710-Python-3,Java,Python,"public static int sumoflength ( int [ ] arr , int n ) {",num = set ( str ( j ) ) NEW_LINE,0,negative,train,XLCoST_constructed,0,1397,7710
TRAIN_NEG_001868,,277-Java-10,11225-Python-1,Java,Python,if ( root == null ) return - 1 ; if ( root == x ) return 0 ;,N = 100005 NEW_LINE lpf = [ 0 ] * N ; NEW_LINE,0,negative,train,XLCoST_constructed,0,277,11225
TRAIN_NEG_002291,,13390-Java-7,672-Python-2,Java,Python,dupNum /= 10 ;,"class newNode ( ) : NEW_LINE INDENT def __init__ ( self , data ) : NEW_LINE INDENT self . key = data NEW_LINE self . left = None NEW_LINE self . right = None NEW_LINE DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,13390,672
TRAIN_NEG_000766,,4911-Java-9,7666-Python-5,Java,Python,int cur_prefix_2 = 0 ;,if ( ~ flag1 and counts [ s [ indices [ i ] ] ] > 1 ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,4911,7666
TRAIN_POS_006457,1037,1037-Java-2,1037-Python-2,Java,Python,"static void deleteMid ( Stack < Character > st , int n , int curr ) {","class Stack : NEW_LINE INDENT def __init__ ( self ) : NEW_LINE INDENT self . items = [ ] NEW_LINE DEDENT def isEmpty ( self ) : NEW_LINE INDENT return self . items == [ ] NEW_LINE DEDENT def push ( self , item ) : NEW_LINE INDENT self . items . append ( item ) NEW_LINE DEDENT def pop ( self ) : NEW_LINE INDENT return self . items . pop ( ) NEW_LINE DEDENT def peek ( self ) : NEW_LINE INDENT return self . items [ len ( self . items ) - 1 ] NEW_LINE DEDENT def size ( self ) : NEW_LINE INDENT return len ( self . items ) NEW_LINE DEDENT DEDENT def deleteMid ( st , n , curr ) : NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_006254,9936,9936-Java-12,9936-Python-12,Java,Python,"countPairs ( arr , N ) ; } }","countPairs ( arr , N ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_001580,,7815-Java-2,5889-Python-8,Java,Python,static int cntSplits ( String s ) {,"if ( dp [ i - 1 ] [ j ] != - 1 ) : NEW_LINE INDENT dp [ i ] [ j ] = max ( dp [ i ] [ j ] , dp [ i - 1 ] [ j ] ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,7815,5889
TRAIN_POS_020623,349,349-Java-19,349-Python-19,Java,Python,int res = Integer . MAX_VALUE ;,res = sys . maxsize NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_038272,3351,3351-Java-3,3351-Python-3,Java,Python,if ( arr [ 0 ] != arr [ i ] ) { return 1 ; } },if ( arr [ 0 ] != arr [ i ] ) : NEW_LINE INDENT return 1 NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_018818,27,27-Java-7,27-Python-7,Java,Python,next_ref = p ;,next_ref = p NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001040,,7890-Java-8,7394-Python-8,Java,Python,"public static void main ( String args [ ] ) { String str = "" Geeks ▁ for ▁ Geeks "" ; System . out . println ( reverseWords ( str ) ) ; } }",Y = Y [ : : - 1 ] NEW_LINE,0,negative,train,XLCoST_constructed,0,7890,7394
TRAIN_NEG_001420,,10111-Java-7,2833-Python-5,Java,Python,p10 = p10 * 10 ; } System . out . println ( res ) ; },if ( s [ i ] not in st and s [ i + 1 ] in st ) : NEW_LINE INDENT count += 1 ; NEW_LINE DEDENT return count ; NEW_LINE,0,negative,train,XLCoST_constructed,0,10111,2833
TRAIN_NEG_001444,,9969-Java-19,9885-Python-1,Java,Python,"int g = gcd ( x , y ) ;",mod = 1000000007 NEW_LINE,0,negative,train,XLCoST_constructed,0,9969,9885
TRAIN_NEG_002998,,13993-Java-8,2317-Python-1,Java,Python,y ++ ; },"import sys NEW_LINE def thirdLargest ( arr , arr_size ) : NEW_LINE",0,negative,train,XLCoST_constructed,0,13993,2317
TRAIN_NEG_001093,,2038-Java-4,6799-Python-8,Java,Python,int res = 0 ; for ( int i = 0 ; i < n ; i ++ ) { res += catalan ( i ) * catalan ( n - i - 1 ) ; } return res ; },excl = excl_new NEW_LINE,0,negative,train,XLCoST_constructed,0,2038,6799
TRAIN_POS_034084,2535,2535-Java-11,2535-Python-11,Java,Python,public static void main ( String [ ] args ) { BinaryTree tree = new BinaryTree ( ) ; tree . root = new Node ( 15 ) ; tree . root . left = new Node ( 10 ) ; tree . root . right = new Node ( 20 ) ; tree . root . left . left = new Node ( 8 ) ; tree . root . left . right = new Node ( 12 ) ; tree . root . right . left = new Node ( 16 ) ; tree . root . right . right = new Node ( 25 ) ; tree . printCorner ( tree . root ) ; } },"if __name__ == "" _ _ main _ _ "" : NEW_LINE INDENT root = Node ( 15 ) NEW_LINE root . left = Node ( 10 ) NEW_LINE root . right = Node ( 20 ) NEW_LINE root . left . left = Node ( 8 ) NEW_LINE root . left . right = Node ( 12 ) NEW_LINE root . right . left = Node ( 16 ) NEW_LINE root . right . right = Node ( 25 ) NEW_LINE printCorner ( root ) NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_NEG_000204,,11424-Java-4,4608-Python-9,Java,Python,"public static void main ( String [ ] args ) { int n = 12 , k = 4 ; if ( solve ( n , k ) ) System . out . println ( "" Yes "" ) ; else System . out . println ( "" No "" ) ; } }","for i in range ( n ) : NEW_LINE INDENT print ( arr [ i ] , end = "" ▁ "" ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,11424,4608
TRAIN_NEG_000354,,5079-Java-2,206-Python-6,Java,Python,"static void checkArrays ( int arr1 [ ] , int arr2 [ ] , int N ) {","struc . append ( 1 ) NEW_LINE data . append ( root . key ) NEW_LINE EncodeSuccint ( root . left , struc , data ) NEW_LINE EncodeSuccint ( root . right , struc , data ) NEW_LINE",0,negative,train,XLCoST_constructed,0,5079,206
TRAIN_POS_057853,10092,10092-Java-10,10092-Python-10,Java,Python,if ( end == - 1 ) { end = N - 1 ; } count -= 1 ; },if ( end == - 1 ) : NEW_LINE INDENT end = N - 1 NEW_LINE DEDENT count -= 1 NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_000879,,10254-Java-2,11036-Python-2,Java,Python,static int MinimumString ( int x ) {,def isPalindrome ( s ) : NEW_LINE INDENT left = 0 NEW_LINE right = len ( s ) - 1 NEW_LINE while ( left <= right ) : NEW_LINE INDENT if ( s [ left ] != s [ right ] ) : NEW_LINE INDENT return False NEW_LINE DEDENT left = left + 1 NEW_LINE right = right - 1 NEW_LINE DEDENT return True NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,10254,11036
TRAIN_NEG_001401,,8595-Java-10,13282-Python-3,Java,Python,"else { ans += f ( i , 0 , s , memoize ) ; } } return ans ; }","def findgcd ( n , x , y ) : NEW_LINE",0,negative,train,XLCoST_constructed,0,8595,13282
TRAIN_POS_032998,2245,2245-Java-24,2245-Python-24,Java,Python,"int mid = ( st + en ) / 2 ; return countQuery ( ( node << 1 ) , st , mid , qs , qe ) + countQuery ( ( node << 1 ) + 1 , mid + 1 , en , qs , qe ) ; }","mid = ( st + en ) // 2 NEW_LINE return countQuery ( ( node << 1 ) , st , mid , qs , qe ) + countQuery ( ( node << 1 ) + 1 , mid + 1 , en , qs , qe ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_005740,9408,9408-Java-4,9408-Python-4,Java,Python,int lhs = arr [ j ] ; int rhs = m * arr [ i ] + c ; return ( lhs == rhs ) ; },lhs = arr [ j ] ; NEW_LINE rhs = m * arr [ i ] + c NEW_LINE return ( lhs == rhs ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_042024,4322,4322-Java-4,4322-Python-4,Java,Python,"HashMap < Integer , Integer > index = new HashMap < Integer , Integer > ( ) ; for ( int i = 0 ; i < n ; i ++ ) { index . put ( arr [ i ] , i ) ; }",index = { } NEW_LINE for i in range ( n ) : NEW_LINE INDENT index [ arr [ i ] ] = i NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_071479,13713,13713-Java-4,13713-Python-4,Java,Python,"static long sumlist ( int a [ ] , int n ) { long sum = 0 ; for ( int i = 0 ; i < n ; i ++ ) {","def sumlist ( a , n ) : NEW_LINE INDENT sum = 0 NEW_LINE for i in range ( n ) : NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_NEG_002577,,6343-Java-2,11311-Python-3,Java,Python,"static int sumOfProduct ( int arr [ ] , int n , int k ) { int dp [ ] [ ] = new int [ n + 1 ] [ n + 1 ] ;",for i in range ( ( n // 2 ) ) : NEW_LINE INDENT b [ i ] = arr [ left ] NEW_LINE left = left - 2 NEW_LINE if ( left < 0 ) : NEW_LINE INDENT break NEW_LINE DEDENT DEDENT,0,negative,train,XLCoST_constructed,0,6343,11311
TRAIN_NEG_001773,,1089-Java-6,12582-Python-3,Java,Python,while ( ! st . isEmpty ( ) ) { reverse = reverse + ( st . peek ( ) * i ) ; st . pop ( ) ; i = i * 10 ; },sumSquare = ( n * ( n + 1 ) * ( 2 * n + 1 ) ) / 6 NEW_LINE,0,negative,train,XLCoST_constructed,0,1089,12582
TRAIN_NEG_000160,,7462-Java-11,7589-Python-10,Java,Python,"public static void main ( String [ ] args ) { String N = ""16333331163"" ; nearestPowerOfTwo ( N ) ; } }","S = "" abcd "" NEW_LINE Query = [ ] NEW_LINE",0,negative,train,XLCoST_constructed,0,7462,7589
TRAIN_POS_033671,2445,2445-Java-6,2445-Python-6,Java,Python,int res = head . data + addWithCarry ( head . next ) ;,res = head . data + addWithCarry ( head . next ) NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001508,,10824-Java-2,10449-Python-3,Java,Python,public static int reverse ( int num ) { int rev_num = 0 ;,ans = [ ] NEW_LINE,0,negative,train,XLCoST_constructed,0,10824,10449
TRAIN_NEG_000342,,4975-Java-2,3964-Python-8,Java,Python,"static void print ( long a [ ] , long b [ ] ) { int minProd = 0 ; for ( int i = 0 ; i < a . length ; ++ i ) { System . out . print ( a [ i ] + "" ▁ "" ) ; } System . out . println ( ) ; for ( int i = 0 ; i < b . length ; ++ i ) { System . out . print ( b [ i ] + "" ▁ "" ) ; minProd += a [ i ] * b [ i ] ; } System . out . println ( ) ; System . out . println ( minProd ) ; }",if ( mp [ arr [ i ] ] == 0 ) : NEW_LINE INDENT mp . pop ( arr [ i ] ) NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,4975,3964
TRAIN_POS_061263,9225,9225-Java-5,9225-Python-5,Java,Python,"float A = ( float ) ( 0.70477 * Math . pow ( h , 2 ) ) ; return A ; }","A = 0.70477 * math . pow ( h , 2 ) NEW_LINE return A NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_000897,,6276-Java-6,5060-Python-4,Java,Python,if ( tight == 0 ) {,if ( arr [ i ] >= 0 ) : NEW_LINE INDENT arr [ i ] = - arr [ i ] - 1 NEW_LINE DEDENT if ( N % 2 == 1 ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,6276,5060
TRAIN_NEG_001350,,10785-Java-16,9885-Python-1,Java,Python,path . add ( root . key ) ;,mod = 1000000007 NEW_LINE,0,negative,train,XLCoST_constructed,0,10785,9885
TRAIN_POS_024740,403,403-Java-16,403-Python-16,Java,Python,sol [ x ] [ y ] = 0 ; return false ; } return false ; },sol [ x ] [ y ] = 0 NEW_LINE return False NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_POS_031867,1867,1867-Java-5,1867-Python-5,Java,Python,if ( seq [ i ] == seq [ j ] && i + 1 == j ) { return 2 ; },if ( seq [ i ] == seq [ j ] and i + 1 == j ) : NEW_LINE INDENT return 2 NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_NEG_001731,,11092-Java-6,3537-Python-6,Java,Python,"return sumArr ( arr , n ) ; }",if ( ( prefixSum - K ) in st ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,11092,3537
TRAIN_POS_033983,2515,2515-Java-12,2515-Python-12,Java,Python,if ( second == null ) return first ;,if ( second == None ) : NEW_LINE INDENT return first NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_POS_059300,10427,10427-Java-2,10427-Python-2,Java,Python,static boolean isPrime ( int n ) {,def isPrime ( n ) : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_002059,,1780-Java-3,7440-Python-2,Java,Python,"public static void main ( String [ ] args ) { int arr [ ] = { 1 , 10 , 30 , 15 } ; int x = 30 ; int n = arr . length ; System . out . printf ( "" % d ▁ is ▁ present ▁ at ▁ index ▁ % d "" , x , search ( arr , n , x ) ) ; } }","def subString ( s , n ) : NEW_LINE",0,negative,train,XLCoST_constructed,0,1780,7440
TRAIN_NEG_002822,,6312-Java-4,4325-Python-15,Java,Python,if ( a [ i ] [ j ] == 0 ) continue ;,K = 1 NEW_LINE,0,negative,train,XLCoST_constructed,0,6312,4325
TRAIN_NEG_000911,,10036-Java-4,5083-Python-5,Java,Python,int mask = findMask ( K ) ;,"for i in range ( N // 2 ) : NEW_LINE INDENT print ( CurEven , end = "" ▁ "" ) NEW_LINE SumEven += CurEven NEW_LINE CurEven += 2 NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,10036,5083
TRAIN_NEG_001536,,12786-Java-8,5748-Python-10,Java,Python,public static void main ( String args [ ] ) { int n = 6 ; leyland ( n ) ; } },kruskalMST ( cost ) NEW_LINE,0,negative,train,XLCoST_constructed,0,12786,5748
TRAIN_NEG_002145,,13859-Java-6,12678-Python-3,Java,Python,n |= n >> 2 ; n |= n >> 4 ; n |= n >> 8 ; n |= n >> 16 ; return i ^ n ; },"a = [ 1 , 5 , 4 , 3 ] NEW_LINE b = [ 3 , 1 , 2 , 4 , 5 ] NEW_LINE print ( maxArea ( a ) ) NEW_LINE print ( maxArea ( b ) ) NEW_LINE",0,negative,train,XLCoST_constructed,0,13859,12678
TRAIN_NEG_002172,,9966-Java-15,7896-Python-10,Java,Python,public static void main ( String [ ] args ) { int N = 6 ; ArrayList < ArrayList < Integer > > adj = new ArrayList < ArrayList < Integer > > ( ) ; for ( int i = 0 ; i < ( int ) ( 1e5 ) ; i ++ ) { adj . add ( new ArrayList < Integer > ( ) ) ; },pairsum -= prev NEW_LINE prev = temp NEW_LINE secondway = prefix [ size1 - 1 ] NEW_LINE if ( j != 0 ) : NEW_LINE INDENT secondway -= prefix [ j - 1 ] NEW_LINE DEDENT answer = count * ( count - 1 ) * secondway * ( secondway - 1 ) NEW_LINE answer //= 4 NEW_LINE answer += ( pairsum * secondway * ( secondway - 1 ) ) // 2 NEW_LINE,0,negative,train,XLCoST_constructed,0,9966,7896
TRAIN_NEG_001396,,9740-Java-8,696-Python-21,Java,Python,public static void main ( String [ ] args ) {,return node NEW_LINE,0,negative,train,XLCoST_constructed,0,9740,696
TRAIN_NEG_001156,,7440-Java-2,4596-Python-2,Java,Python,"static int subString ( String s , int n ) {","def printIndices ( n , a ) : NEW_LINE INDENT for i in range ( n ) : NEW_LINE INDENT print ( a [ i ] [ 1 ] , end = "" ▁ "" ) NEW_LINE DEDENT print ( "" "" , ▁ end = "" "" ) NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,7440,4596
TRAIN_NEG_000836,,1705-Java-8,12831-Python-7,Java,Python,} for ( i = 1 ; i <= n ; i ++ ) { int a = i & set_bit_no ; if ( a != 0 ) x = x ^ i ;,"if ( n > 2 ) : NEW_LINE INDENT print ( n , 1 ) ; NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,1705,12831
TRAIN_NEG_001732,,5496-Java-1,2893-Python-9,Java,Python,"import java . util . * ; class GFG { static void minFlip ( String s , int n , int k , char a [ ] , int p ) { boolean allowed [ ] = new boolean [ 26 ] ; for ( int i = 0 ; i < p ; i ++ ) {",l = m + 1 NEW_LINE return l NEW_LINE,0,negative,train,XLCoST_constructed,0,5496,2893
TRAIN_NEG_002338,,2953-Java-26,11682-Python-4,Java,Python,left = mid + 1 ; } },elif ( - pawnX + bishopX == pawnY - bishopY ) : NEW_LINE INDENT return True NEW_LINE DEDENT else : NEW_LINE INDENT return False NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,2953,11682
TRAIN_POS_053629,7750,7750-Java-3,7750-Python-3,Java,Python,"Map < String , List < String > > map = new HashMap < String , List < String > > ( ) ;","map = dict . fromkeys ( words , None ) ; NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_059372,10443,10443-Java-9,10443-Python-9,Java,Python,for ( int i = 2 ; i <= Math . sqrt ( num ) ; i ++ ) {,"' NEW_LINE INDENT for i in range ( 2 , int ( math . sqrt ( num ) ) + 1 ) : NEW_LINE DEDENT",1,positive,train,XLCoST,1,,
TRAIN_POS_045210,5216,5216-Java-7,5216-Python-7,Java,Python,cntOpe += 2 ; } else {,cntOpe += 2 NEW_LINE else : NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001033,,2907-Java-3,2469-Python-3,Java,Python,int LastZe = - 1 ;,"def countCommon ( a , b ) : NEW_LINE INDENT count = 0 NEW_LINE DEDENT",0,negative,train,XLCoST_constructed,0,2907,2469
TRAIN_POS_005602,9093,9093-Java-17,9093-Python-17,Java,Python,"float distance = distanceEndpoints ( minHand , hourHand , ( long ) angle ) ; System . out . printf ( "" % .5f "" , distance ) ; } }","distance = distanceEndpoints ( minHand , hourHand , angle ) NEW_LINE print ( ' % .5f ' % distance ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_NEG_000287,,73-Java-2,8936-Python-6,Java,Python,"static class node { int data ; node left , right ; public node ( int data ) { this . data = data ; } }",if ( lazy [ si ] != 0 ) : NEW_LINE,0,negative,train,XLCoST_constructed,0,73,8936
TRAIN_NEG_000350,,8990-Java-7,9901-Python-7,Java,Python,"y2 = Math . max ( y2 , p . get ( j ) . se ) ; } boolean ok = true ; int c1 = 0 , c2 = 0 ; int c3 = 0 , c4 = 0 ; for ( int j = 1 ; j < n * 4 + 1 ; ++ j ) if ( i != j ) {",print ( ans ) NEW_LINE,0,negative,train,XLCoST_constructed,0,8990,9901
TRAIN_POS_048623,6123,6123-Java-6,6123-Python-6,Java,Python,"buy1 = Math . min ( buy1 , price [ i ] ) ;","buy1 = min ( buy1 , price [ i ] ) NEW_LINE",1,positive,train,XLCoST,1,,
TRAIN_POS_047999,5929,5929-Java-3,5929-Python-3,Java,Python,if ( i == N ) return 0 ;,if ( i == N ) : NEW_LINE INDENT return 0 NEW_LINE DEDENT,1,positive,train,XLCoST,1,,
TRAIN_NEG_001294,,4182-Java-2,1044-Python-3,Java,Python,static int hashFunction ( int N ) {,"def makeNext ( arr : List [ int ] , n : int , nextBig : List [ int ] ) -> None : NEW_LINE INDENT s = [ ] NEW_LINE for i in range ( n - 1 , - 1 , - 1 ) : NEW_LINE INDENT nextBig [ i ] = i NEW_LINE while len ( s ) and s [ - 1 ] [ 0 ] < arr [ i ] : NEW_LINE INDENT s . pop ( ) NEW_LINE DEDENT if len ( s ) : NEW_LINE INDENT nextBig [ i ] = s [ - 1 ] [ 1 ] NEW_LINE DEDENT s . append ( ( arr [ i ] , i ) ) NEW_LINE DEDENT DEDENT",0,negative,train,XLCoST_constructed,0,4182,1044
TRAIN_POS_024188,7905,7905-Java-5,7905-Python-5,Java,Python,freq [ ( int ) str . charAt ( 0 ) ] [ 0 ] = 1 ;,freq [ ord ( string [ 0 ] ) ] [ 0 ] = 1 NEW_LINE,1,positive,train,XLCoST,1,,
TRAIN_NEG_001407,,7794-Java-2,6851-Python-2,Java,Python,"static int findLength ( String s , int k ) {",def MaximumPath ( Mat ) : NEW_LINE INDENT result = 0 NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,7794,6851
TRAIN_NEG_002635,,6285-Java-13,5305-Python-11,Java,Python,"String bin = "" "" ;",if __name__ == ' _ _ main _ _ ' : NEW_LINE INDENT N = 7 ; NEW_LINE DEDENT,0,negative,train,XLCoST_constructed,0,6285,5305
TRAIN_POS_029123,9560,9560-Java-6,9560-Python-6,Java,Python,"static void findMaxValueOfSet ( int [ ] [ ] arr , int [ ] queries , int R , int N , int M ) {","def findMaxValueOfSet ( arr , queries , R , N , M ) : NEW_LINE",1,positive,train,XLCoST,1,,
